#TimeHarp 200  Histogram Data			18.01.2018 16:24:00
#channels per curve
2037
#display curve no.
1	2	3	5	
#memory block no.
1	2	3	5	
#ns/channel
0.2946	0.2946	0.2946	0.2946	
#counts
32	140	302	320	
35	148	286	324	
35	139	285	324	
36	159	281	339	
33	149	269	321	
26	152	291	327	
32	172	315	334	
38	122	306	359	
37	145	280	309	
23	137	279	337	
27	195	287	307	
31	151	283	366	
37	163	318	344	
27	173	280	318	
30	149	278	363	
33	161	279	307	
39	156	280	339	
37	144	263	328	
51	116	268	353	
28	144	274	358	
49	153	314	339	
44	162	312	312	
43	123	304	314	
23	185	300	334	
34	159	324	312	
35	152	309	325	
32	154	294	332	
32	152	305	323	
33	140	304	341	
38	149	277	303	
43	166	284	305	
42	168	286	322	
52	130	262	366	
36	139	302	288	
47	140	290	336	
33	140	321	329	
38	170	296	364	
39	147	278	348	
32	146	314	349	
24	148	324	312	
36	163	289	328	
32	158	291	346	
29	138	297	310	
39	153	284	367	
33	155	294	331	
40	149	291	333	
37	150	286	309	
33	141	288	359	
32	154	302	362	
41	184	305	306	
35	158	281	327	
34	188	264	320	
34	167	289	343	
28	138	285	348	
45	127	266	353	
27	148	249	340	
50	163	292	351	
30	151	286	348	
34	141	263	305	
38	142	299	362	
34	134	282	309	
35	151	280	331	
35	148	275	328	
32	148	296	301	
35	161	339	282	
40	145	291	345	
36	132	270	327	
40	154	262	332	
33	185	326	336	
47	148	289	309	
42	140	277	341	
40	164	297	324	
35	159	289	347	
43	134	280	347	
41	140	288	304	
39	150	296	361	
44	157	329	341	
32	155	300	352	
41	135	290	347	
37	119	277	286	
46	167	285	328	
32	152	311	356	
53	154	289	323	
31	149	288	339	
35	160	294	327	
46	157	313	334	
31	149	281	295	
41	136	295	346	
36	160	322	323	
36	155	284	330	
34	157	295	347	
42	156	272	323	
29	160	276	341	
38	160	293	356	
38	156	306	315	
42	153	294	302	
31	157	283	308	
43	151	293	346	
38	150	287	336	
40	175	277	330	
35	155	329	349	
33	162	319	364	
37	149	276	364	
44	140	296	340	
45	171	303	319	
37	185	303	346	
45	149	311	346	
34	134	283	325	
40	141	276	343	
36	167	263	344	
33	139	317	358	
36	149	269	331	
34	151	302	312	
33	156	299	338	
49	154	313	346	
42	154	263	324	
31	150	273	309	
28	139	276	348	
47	161	308	354	
43	129	305	328	
37	146	267	306	
28	157	278	356	
34	162	302	307	
40	132	281	332	
27	145	250	335	
36	149	291	330	
37	165	292	328	
46	162	341	314	
40	157	276	346	
31	152	289	341	
37	183	309	327	
44	150	323	330	
32	165	331	335	
38	160	254	331	
51	138	330	326	
39	142	316	355	
40	151	271	318	
32	164	273	317	
31	150	290	364	
31	144	304	323	
26	125	288	314	
34	143	280	315	
37	157	289	344	
31	144	313	336	
39	132	235	292	
29	164	276	292	
35	146	286	337	
47	157	303	366	
35	138	285	340	
28	134	290	343	
32	159	297	345	
45	177	318	325	
33	178	300	315	
36	135	302	331	
42	157	309	327	
43	144	318	372	
33	147	297	338	
29	155	285	333	
39	146	305	336	
35	170	300	338	
36	165	286	364	
35	142	293	331	
37	133	291	338	
33	137	312	358	
34	155	316	353	
31	136	326	349	
39	165	309	353	
47	148	331	358	
36	151	304	329	
35	147	274	302	
26	156	295	339	
34	159	294	331	
39	161	313	374	
38	130	281	330	
40	150	283	337	
39	154	303	327	
34	145	320	332	
32	128	268	325	
24	159	315	350	
32	162	281	377	
41	142	302	335	
39	159	309	309	
32	152	296	300	
34	160	315	344	
26	166	334	370	
41	155	294	313	
36	139	273	382	
35	166	323	317	
41	180	340	350	
27	139	291	310	
34	145	269	318	
39	145	302	350	
44	168	316	317	
34	130	304	361	
38	158	283	312	
27	129	298	310	
38	161	332	344	
35	167	317	347	
36	164	273	342	
31	165	315	332	
33	155	288	350	
46	159	309	348	
36	135	275	308	
33	132	245	354	
35	164	311	354	
47	151	287	334	
45	152	288	327	
31	154	296	332	
43	147	329	395	
42	155	303	306	
46	141	276	339	
45	144	334	333	
33	150	315	327	
28	154	294	310	
36	136	320	307	
43	146	305	364	
34	166	275	343	
37	160	299	341	
32	169	273	341	
38	145	285	318	
36	149	297	363	
39	152	269	358	
30	137	288	347	
37	156	288	312	
45	158	266	340	
47	153	327	320	
35	147	292	365	
41	139	308	354	
31	157	302	353	
26	167	283	338	
43	147	301	358	
35	152	269	350	
31	141	284	335	
36	184	341	384	
34	154	313	333	
33	169	264	337	
35	130	300	346	
36	169	311	326	
33	140	301	326	
37	142	305	311	
47	159	296	331	
39	152	298	343	
36	146	286	340	
33	147	293	355	
41	143	283	347	
37	143	317	355	
38	158	287	331	
35	145	302	305	
42	150	276	345	
40	150	289	340	
34	139	310	351	
40	135	302	335	
33	157	262	357	
32	142	281	307	
46	167	333	343	
28	147	312	338	
31	147	288	335	
29	149	289	351	
36	157	308	324	
35	154	292	343	
30	143	258	312	
52	152	301	345	
37	166	331	376	
38	169	270	315	
47	146	305	331	
32	161	290	386	
39	167	334	376	
34	166	300	369	
31	136	296	317	
42	149	293	322	
36	154	321	412	
46	158	301	346	
47	154	306	334	
31	144	274	370	
44	138	334	373	
33	154	296	343	
27	166	306	332	
34	139	294	402	
33	160	353	369	
32	169	318	327	
37	146	295	354	
25	172	298	368	
39	144	310	359	
44	134	327	347	
34	159	290	328	
32	132	317	343	
43	190	309	390	
28	148	301	344	
26	145	311	359	
45	151	272	331	
38	147	298	357	
38	151	332	342	
43	158	319	315	
40	163	274	354	
40	149	303	352	
42	158	325	379	
27	154	273	361	
29	151	298	329	
42	154	306	344	
39	149	327	347	
46	141	293	343	
37	136	280	350	
49	162	302	329	
32	139	279	357	
36	136	287	364	
33	145	269	302	
39	150	295	371	
33	171	290	378	
38	149	293	372	
28	150	307	363	
31	160	295	341	
45	166	310	372	
38	126	308	361	
33	135	284	338	
35	138	311	398	
42	179	303	328	
46	128	263	357	
35	145	279	333	
33	175	302	316	
41	154	308	374	
42	147	305	372	
31	147	264	360	
40	153	288	364	
33	171	313	383	
39	157	298	351	
33	140	321	317	
39	171	297	356	
35	145	277	385	
40	181	291	363	
41	124	285	327	
24	151	326	348	
44	179	333	383	
39	164	349	338	
36	143	291	365	
32	168	324	352	
48	165	280	404	
35	164	304	387	
45	134	297	344	
34	141	322	347	
31	157	327	344	
38	164	317	363	
40	149	301	329	
36	158	317	323	
48	176	307	372	
41	177	327	345	
38	154	300	349	
34	132	322	366	
36	166	305	349	
44	173	317	359	
36	136	299	364	
40	148	281	334	
41	168	270	371	
40	151	293	384	
37	147	301	371	
33	148	278	352	
41	173	287	334	
40	162	295	381	
22	151	335	376	
51	151	310	341	
30	151	305	349	
33	159	330	323	
37	152	314	364	
30	128	269	322	
41	139	300	352	
44	156	306	381	
40	162	300	386	
36	161	324	336	
40	165	280	351	
39	137	272	359	
40	161	303	384	
42	143	303	352	
34	174	277	368	
40	167	319	358	
37	138	297	328	
38	142	286	362	
45	142	263	362	
37	164	297	349	
28	154	314	394	
47	176	307	341	
39	156	291	336	
41	163	281	381	
33	163	287	364	
22	170	310	325	
27	133	282	356	
42	141	285	336	
42	154	303	374	
40	173	308	362	
45	156	271	352	
39	178	294	362	
37	156	276	362	
33	158	313	364	
46	154	299	309	
38	151	296	372	
37	151	316	362	
36	168	311	349	
27	160	278	344	
31	172	291	358	
46	177	320	381	
39	148	336	358	
47	156	281	339	
37	168	303	334	
31	154	300	368	
36	149	291	370	
37	146	308	341	
36	155	257	359	
38	162	285	316	
37	179	330	353	
37	128	269	321	
37	145	279	340	
48	162	295	335	
46	184	335	373	
39	155	321	332	
42	138	293	336	
34	162	291	334	
50	176	306	360	
28	158	321	341	
43	155	274	342	
42	153	329	333	
40	168	340	386	
44	154	329	329	
39	153	267	334	
33	151	300	350	
39	179	330	441	
41	141	301	363	
40	149	272	363	
45	147	297	349	
34	146	298	389	
36	162	279	356	
30	128	320	323	
47	175	319	308	
32	156	310	380	
41	157	336	354	
28	160	266	320	
34	175	296	342	
27	171	321	363	
37	167	303	395	
34	149	282	359	
40	174	288	338	
36	183	333	385	
40	140	331	361	
35	158	296	349	
33	156	294	374	
36	145	323	349	
51	142	297	374	
30	156	278	335	
38	160	298	400	
31	159	311	390	
47	148	319	383	
47	157	296	370	
37	141	267	328	
31	143	295	364	
34	169	352	319	
37	163	287	317	
45	128	268	352	
40	154	299	368	
45	175	283	344	
36	148	333	350	
31	150	300	378	
45	194	292	349	
30	178	290	401	
40	158	313	374	
27	144	288	338	
50	147	303	338	
40	185	312	371	
36	167	309	352	
37	149	286	348	
40	177	276	350	
39	153	305	342	
33	187	332	361	
31	165	316	359	
27	147	307	337	
40	149	317	418	
37	145	313	395	
30	145	276	342	
40	164	260	355	
44	157	298	385	
47	153	319	375	
46	152	300	318	
25	160	334	359	
31	185	300	335	
43	180	311	366	
33	153	304	404	
33	149	291	317	
37	141	293	364	
26	164	312	379	
45	148	279	355	
31	135	301	362	
42	159	310	378	
43	168	310	357	
40	153	312	334	
40	157	315	346	
38	159	295	340	
50	153	313	344	
40	141	338	389	
44	156	304	352	
31	168	275	341	
42	148	325	372	
31	160	320	361	
43	159	312	334	
27	166	291	375	
52	178	328	392	
31	159	322	326	
38	157	281	350	
38	169	318	366	
36	144	339	383	
45	138	357	393	
25	165	277	350	
45	125	318	371	
51	159	329	397	
43	177	307	384	
32	161	318	338	
22	128	295	371	
35	179	306	381	
55	156	355	341	
45	139	258	317	
37	165	284	366	
34	156	297	379	
39	163	337	367	
39	154	326	364	
39	168	287	370	
33	157	327	359	
35	186	323	378	
30	151	306	388	
29	156	285	364	
45	158	281	386	
45	161	316	405	
39	169	321	336	
42	138	294	360	
40	167	297	354	
50	183	290	356	
38	180	284	353	
33	158	244	353	
37	169	314	356	
44	168	326	391	
48	161	321	359	
49	187	303	345	
35	171	282	377	
32	186	335	383	
42	178	281	348	
27	158	304	310	
38	133	285	348	
41	161	330	399	
24	147	286	377	
43	149	284	341	
36	154	306	366	
48	160	350	363	
38	166	324	357	
36	130	264	371	
34	151	293	348	
39	181	314	389	
44	156	313	401	
29	138	299	337	
45	179	291	358	
38	195	330	382	
37	173	350	385	
41	162	313	326	
35	150	279	358	
32	152	314	397	
37	139	299	378	
46	164	304	353	
42	158	324	359	
47	146	319	372	
37	171	330	369	
37	166	297	364	
28	151	316	362	
38	160	327	373	
47	161	316	370	
32	163	323	357	
45	161	279	332	
44	188	329	408	
36	155	333	382	
47	166	326	367	
38	150	323	352	
40	154	284	346	
51	174	326	341	
37	161	305	352	
34	172	278	399	
46	162	262	412	
39	169	327	348	
32	147	315	375	
30	152	292	347	
34	161	309	359	
48	168	335	381	
39	174	338	409	
35	137	328	351	
30	156	283	349	
41	138	346	387	
36	155	308	372	
36	142	318	332	
33	160	293	365	
43	184	306	385	
43	158	310	363	
28	169	285	386	
36	176	299	376	
32	158	305	384	
29	152	328	397	
36	163	312	378	
34	159	295	372	
37	165	322	373	
37	155	319	386	
33	152	291	357	
38	160	289	368	
34	161	334	369	
44	154	309	375	
32	137	327	383	
37	144	308	364	
39	164	337	371	
36	182	354	394	
39	170	289	369	
32	164	290	363	
32	166	309	349	
51	150	330	378	
33	129	335	398	
39	159	292	356	
45	156	311	373	
51	175	338	410	
40	174	303	400	
34	164	280	361	
42	193	278	371	
42	170	338	377	
34	159	350	392	
34	159	269	356	
34	193	297	386	
37	199	305	396	
40	180	318	397	
39	154	339	363	
40	150	307	356	
38	174	328	393	
51	168	322	389	
49	160	319	361	
33	150	295	344	
35	176	330	389	
25	172	331	370	
38	145	303	380	
38	148	301	382	
46	174	339	396	
34	156	296	425	
53	173	311	374	
36	174	291	359	
40	162	332	392	
33	163	355	414	
33	147	317	331	
38	183	321	386	
45	156	297	386	
49	180	351	453	
33	155	295	406	
36	149	274	338	
31	167	310	397	
51	171	342	396	
35	159	307	383	
36	158	280	345	
26	161	311	381	
47	181	333	379	
31	184	305	366	
37	154	313	352	
38	175	302	383	
37	167	363	429	
26	136	342	400	
36	182	302	328	
48	154	291	359	
49	173	307	426	
32	193	383	382	
43	136	309	372	
37	134	319	335	
47	179	316	361	
42	172	340	416	
41	175	317	371	
37	170	290	337	
42	181	313	389	
50	152	327	379	
49	167	324	337	
45	167	311	360	
28	179	314	378	
43	166	309	368	
37	176	301	378	
33	155	313	377	
41	170	319	406	
32	188	335	381	
44	178	321	363	
40	180	309	383	
37	179	319	356	
33	187	336	417	
42	164	324	398	
33	148	282	328	
34	174	299	373	
41	188	348	429	
40	150	300	354	
45	167	312	349	
30	161	294	378	
25	178	334	388	
31	160	310	361	
23	141	295	353	
49	162	298	366	
29	168	326	390	
48	146	339	405	
39	144	306	376	
38	150	283	372	
50	170	352	406	
40	143	347	451	
42	127	331	366	
30	150	289	410	
38	158	333	410	
42	189	337	384	
43	132	297	385	
39	154	292	346	
45	169	306	435	
31	192	345	419	
38	147	308	391	
40	153	276	361	
45	135	340	413	
39	186	364	416	
32	150	327	326	
32	155	280	339	
43	169	286	368	
47	165	339	432	
36	165	351	380	
37	151	293	352	
36	181	323	355	
46	205	358	418	
46	175	325	375	
40	150	303	351	
45	143	328	386	
35	162	356	434	
37	183	303	354	
37	137	295	340	
29	173	327	384	
35	206	337	401	
31	152	336	411	
27	164	310	357	
37	159	301	383	
37	164	335	381	
56	150	344	384	
38	136	306	345	
34	163	252	438	
46	177	336	378	
33	172	331	423	
39	144	296	375	
46	164	300	349	
49	177	324	388	
50	195	335	435	
50	167	312	390	
35	160	306	359	
39	156	334	437	
47	185	334	421	
43	160	297	370	
36	148	285	398	
43	166	333	408	
42	159	324	445	
44	181	315	371	
42	158	289	387	
35	157	354	421	
41	188	346	392	
50	154	331	412	
42	134	303	391	
33	165	296	371	
47	166	336	399	
39	167	340	406	
39	167	308	375	
37	151	311	406	
45	193	339	400	
36	135	312	365	
35	177	318	375	
41	154	287	407	
37	193	333	409	
35	185	341	391	
36	165	299	372	
47	168	309	392	
42	179	342	398	
39	163	340	425	
42	152	311	379	
55	169	291	406	
34	176	332	415	
42	145	339	431	
32	141	301	434	
42	163	338	389	
44	163	357	387	
33	166	350	420	
23	167	315	363	
52	154	303	338	
37	179	306	396	
36	181	368	402	
45	143	314	337	
38	183	319	373	
35	177	380	421	
39	155	331	416	
45	159	327	373	
38	145	270	376	
36	180	327	392	
44	177	363	401	
36	170	314	420	
45	172	295	367	
22	159	346	393	
39	167	352	465	
42	167	319	380	
27	170	296	363	
41	167	342	384	
36	160	348	400	
39	180	378	380	
33	158	311	371	
29	171	324	368	
45	191	334	456	
43	154	315	411	
45	137	297	363	
43	162	316	380	
44	166	349	417	
50	170	343	393	
48	154	292	349	
35	151	321	358	
45	155	332	426	
32	173	353	404	
36	163	292	368	
38	165	291	379	
31	198	344	397	
24	153	326	404	
34	136	303	376	
36	136	313	348	
38	191	334	398	
42	180	356	474	
34	168	310	355	
36	157	296	342	
45	159	340	417	
42	158	326	436	
36	165	286	405	
33	161	290	407	
43	172	324	375	
46	180	377	418	
35	186	307	392	
39	149	301	383	
31	175	317	418	
38	174	323	444	
40	170	302	354	
37	161	293	377	
34	175	347	406	
45	183	351	432	
46	157	351	416	
35	154	291	363	
41	195	314	386	
50	190	341	434	
43	163	329	430	
42	152	298	359	
34	167	287	376	
42	176	349	461	
35	166	331	420	
48	156	335	361	
34	169	328	391	
37	162	339	430	
39	166	335	461	
44	134	312	401	
35	159	297	398	
32	197	342	438	
37	181	347	418	
33	162	290	354	
38	183	295	407	
37	174	349	441	
46	158	332	412	
39	168	337	389	
48	164	298	344	
43	166	342	399	
41	162	338	412	
30	133	312	401	
41	182	283	361	
32	171	344	382	
46	165	345	414	
46	182	340	374	
48	159	313	387	
42	153	337	398	
37	195	320	432	
39	156	286	377	
49	175	296	385	
48	173	345	395	
45	198	374	460	
38	166	353	403	
35	176	282	380	
44	176	305	416	
37	179	344	443	
44	165	382	393	
34	163	295	366	
33	184	331	387	
38	171	357	425	
31	154	331	419	
36	153	308	365	
44	190	318	389	
49	173	372	421	
59	178	330	418	
33	164	327	397	
39	146	279	377	
41	176	374	409	
40	195	357	429	
38	177	283	374	
33	161	292	385	
49	165	340	460	
47	177	351	443	
43	169	293	421	
32	164	312	376	
47	169	332	409	
41	171	328	404	
36	153	310	408	
36	178	351	366	
41	167	363	433	
41	189	398	413	
35	153	346	380	
29	162	315	372	
41	193	338	401	
48	173	344	439	
32	178	335	403	
41	147	319	396	
49	168	304	390	
35	190	369	445	
42	162	344	450	
44	155	296	364	
43	194	322	418	
43	187	359	435	
48	151	389	399	
38	136	320	374	
48	153	320	401	
46	174	380	438	
37	199	358	400	
41	141	293	337	
40	179	328	420	
41	197	357	485	
41	193	374	446	
30	170	293	371	
47	167	322	395	
40	200	374	437	
36	201	379	457	
31	162	336	389	
41	156	310	399	
47	185	350	468	
45	215	378	464	
50	149	334	361	
37	162	314	391	
39	177	318	433	
35	170	371	471	
41	160	300	402	
48	159	291	368	
45	180	333	403	
49	175	363	443	
33	153	342	385	
39	169	321	347	
37	182	352	440	
41	189	355	439	
41	170	321	395	
55	159	309	363	
58	177	308	453	
35	180	350	442	
50	195	361	358	
28	143	334	370	
31	177	304	413	
50	180	374	433	
45	177	334	407	
37	165	306	362	
45	192	285	425	
44	190	346	475	
40	169	351	436	
40	160	284	373	
42	185	343	400	
64	170	308	435	
39	183	334	428	
43	180	285	390	
39	171	321	408	
51	193	371	457	
37	194	357	457	
40	165	302	392	
29	150	333	335	
46	201	352	425	
44	177	361	461	
27	153	331	375	
37	168	317	383	
46	151	347	475	
52	174	374	445	
33	164	304	372	
43	149	301	391	
40	180	343	458	
52	200	381	456	
37	169	310	364	
33	159	293	366	
44	207	355	431	
48	184	358	477	
46	173	322	391	
38	160	313	391	
37	188	360	407	
39	218	363	503	
46	167	332	419	
36	152	301	358	
43	202	353	429	
35	180	366	448	
39	188	312	409	
34	172	302	361	
42	178	351	418	
33	200	387	444	
40	170	327	408	
53	163	310	412	
38	172	355	391	
54	204	338	484	
33	186	331	430	
45	147	315	396	
36	172	323	391	
50	214	369	472	
46	174	378	448	
34	138	308	372	
38	149	324	421	
49	202	344	480	
45	184	361	468	
46	163	327	386	
35	153	299	405	
42	193	370	475	
58	206	344	463	
37	154	331	409	
48	149	326	360	
47	174	353	432	
32	200	357	486	
38	189	330	394	
43	153	296	384	
44	204	357	451	
52	185	377	467	
33	189	352	392	
29	167	305	365	
40	200	339	414	
41	195	421	476	
43	179	319	438	
36	151	331	417	
39	169	370	486	
34	181	369	434	
35	165	309	428	
42	171	309	410	
46	194	328	436	
48	194	390	498	
46	176	334	504	
34	155	294	407	
47	185	335	432	
42	173	371	477	
28	183	356	461	
31	159	323	432	
36	185	333	434	
53	194	362	489	
42	177	338	471	
49	163	288	425	
31	165	295	412	
41	194	390	458	
40	175	355	475	
40	151	339	414	
39	136	330	400	
52	187	351	464	
52	196	374	464	
38	158	319	386	
48	157	289	404	
47	223	338	470	
53	204	380	471	
38	173	358	428	
44	173	325	406	
33	152	353	517	
44	199	386	480	
47	174	351	414	
41	162	323	385	
40	176	343	442	
42	202	392	484	
42	182	345	420	
32	158	334	423	
42	193	356	453	
52	190	384	498	
50	169	350	482	
40	167	316	363	
37	169	314	438	
44	225	364	465	
37	159	320	460	
33	163	318	394	
42	195	346	447	
52	197	396	470	
35	170	384	458	
29	162	321	412	
46	162	304	417	
46	200	372	494	
41	173	361	449	
35	152	303	383	
49	167	314	430	
43	200	370	462	
39	203	352	486	
38	155	295	431	
36	179	345	426	
39	188	397	461	
39	196	382	475	
35	162	317	439	
36	163	327	404	
47	188	349	497	
37	192	355	502	
43	185	317	427	
33	158	333	410	
40	202	380	440	
48	178	374	491	
33	172	307	466	
42	166	318	418	
30	176	360	472	
42	200	387	491	
35	189	349	427	
49	163	328	396	
34	169	375	406	
45	202	397	476	
40	157	350	470	
24	142	336	414	
43	189	322	445	
41	202	395	469	
37	187	365	473	
46	169	293	419	
59	181	336	426	
44	215	347	483	
45	187	361	452	
24	159	321	408	
52	185	330	421	
42	193	332	497	
35	199	351	471	
35	178	330	419	
45	168	304	414	
46	202	376	486	
43	203	375	448	
42	165	302	393	
41	188	333	445	
47	179	325	466	
51	211	358	485	
29	162	331	408	
40	156	334	393	
52	170	371	465	
43	188	374	471	
43	163	331	398	
41	177	289	398	
47	212	346	437	
45	195	386	523	
37	159	302	433	
45	178	295	437	
46	187	356	488	
49	216	394	517	
40	206	340	474	
44	147	328	439	
41	198	380	468	
44	192	391	536	
39	184	321	500	
37	188	306	404	
46	205	305	447	
39	192	379	521	
41	154	356	460	
35	146	333	426	
35	192	383	455	
45	197	367	495	
42	180	379	465	
41	181	295	424	
38	166	340	447	
45	198	395	476	
36	205	340	502	
32	154	323	415	
42	186	300	412	
42	195	385	485	
47	187	359	459	
40	148	322	406	
23	166	312	448	
38	231	417	474	
44	191	363	522	
30	161	306	385	
47	184	312	430	
41	182	389	526	
53	205	352	486	
34	156	348	443	
45	191	304	421	
41	198	392	503	
47	196	392	500	
44	168	341	423	
47	153	293	389	
42	188	346	480	
49	202	387	497	
43	174	343	477	
39	159	319	413	
40	176	337	479	
50	186	367	528	
39	166	330	423	
36	158	308	426	
61	178	322	431	
52	215	411	519	
46	176	326	469	
35	180	304	396	
38	171	331	431	
42	184	354	529	
47	190	349	483	
40	159	286	412	
42	159	301	465	
52	180	371	528	
51	195	322	468	
39	167	306	432	
36	173	322	419	
36	223	396	539	
36	179	386	498	
33	168	294	439	
37	163	320	442	
52	187	338	504	
29	167	411	515	
35	175	289	411	
52	139	308	440	
44	201	331	516	
46	201	384	542	
29	178	302	450	
37	173	317	412	
46	221	359	504	
55	204	356	526	
42	166	332	490	
40	161	309	412	
34	185	339	506	
36	199	346	501	
32	155	328	466	
32	152	317	448	
44	161	334	465	
41	192	374	537	
37	164	335	449	
35	180	291	416	
52	190	347	465	
44	202	375	557	
47	171	337	450	
26	147	305	398	
38	172	343	477	
49	195	338	512	
47	160	326	502	
42	178	317	417	
40	172	325	471	
38	217	385	538	
38	219	347	467	
51	189	318	396	
44	138	334	412	
50	191	382	533	
43	184	342	480	
35	150	288	415	
35	159	295	449	
44	189	387	521	
47	182	345	507	
46	144	286	456	
33	162	283	459	
30	199	371	496	
39	199	395	518	
37	151	330	435	
44	144	265	411	
39	165	366	515	
46	182	384	501	
47	151	304	499	
41	153	340	433	
39	162	336	520	
46	201	395	536	
35	145	312	459	
34	139	295	407	
35	187	354	477	
51	207	356	569	
40	180	327	496	
42	154	317	438	
58	183	339	536	
57	172	347	515	
46	172	341	494	
47	165	278	425	
48	163	327	458	
48	171	356	510	
40	144	289	507	
35	155	269	427	
49	158	320	479	
54	178	367	537	
45	148	334	531	
32	164	269	439	
31	148	288	461	
38	165	336	496	
43	190	351	445	
37	128	268	406	
42	153	330	473	
35	212	342	530	
51	183	331	567	
41	132	252	439	
46	153	282	459	
42	187	328	540	
42	168	344	523	
34	165	318	489	
48	176	287	420	
39	175	325	527	
51	167	330	523	
37	125	330	454	
40	146	265	435	
47	188	308	505	
42	164	349	541	
41	139	273	463	
30	138	305	383	
39	181	305	491	
38	157	315	553	
44	133	280	452	
31	140	246	417	
31	162	314	474	
43	193	324	520	
35	148	265	486	
40	126	237	440	
30	147	280	449	
52	182	298	574	
45	171	337	484	
36	132	237	392	
39	159	281	453	
63	174	316	530	
42	141	292	461	
41	138	238	403	
35	167	256	477	
42	182	360	553	
42	140	267	470	
26	132	251	418	
38	136	254	455	
41	143	318	482	
32	178	284	498	
38	142	253	417	
27	139	274	448	
54	175	313	516	
42	144	292	475	
42	151	240	429	
41	130	271	435	
46	152	302	510	
39	150	284	460	
40	112	246	377	
37	120	238	419	
37	150	277	504	
44	157	302	502	
39	132	249	414	
39	122	220	331	
29	127	265	458	
38	149	281	491	
39	131	265	408	
34	124	211	415	
33	122	268	499	
45	141	268	488	
49	125	253	420	
28	107	243	347	
37	123	247	457	
46	146	293	479	
33	121	261	406	
